Accident year,Casualty severity,Casualty sex,Casualty age,Road type,Weather condition,Casualties,
2021,Killed,Male,13,Single carriageway,Fine no high winds,1,
2021,Killed,Male,14,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,14,Single carriageway,Fine no high winds,1,
2021,Killed,Male,15,Single carriageway,Fine no high winds,5,
2021,Killed,Male,16,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,16,Dual carriageway,Fine + high winds,1,
2021,Killed,Male,16,Single carriageway,Fine no high winds,6,
2021,Killed,Male,16,Single carriageway,Raining no high winds,1,
2021,Killed,Male,17,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,17,Single carriageway,Fine no high winds,9,
2021,Killed,Male,17,Single carriageway,Raining no high winds,1,
2021,Killed,Male,17,Single carriageway,Fog or mist,1,
2021,Killed,Male,18,Roundabout,Raining no high winds,1,
2021,Killed,Male,18,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,18,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,18,Single carriageway,Fine no high winds,20,
2021,Killed,Male,18,Single carriageway,Raining no high winds,4,
2021,Killed,Male,18,Single carriageway,Fine + high winds,2,
2021,Killed,Male,19,Unknown,Fine no high winds,1,
2021,Killed,Male,19,Dual carriageway,Fine no high winds,6,
2021,Killed,Male,19,Dual carriageway,Raining + high winds,1,
2021,Killed,Male,19,Single carriageway,Fine no high winds,24,
2021,Killed,Male,19,Single carriageway,Raining no high winds,3,
2021,Killed,Male,19,Single carriageway,Fine + high winds,1,
2021,Killed,Male,19,Single carriageway,Fog or mist,1,
2021,Killed,Male,19,Single carriageway,Other,1,
2021,Killed,Male,19,Slip road,Fine no high winds,1,
2021,Killed,Male,20,Roundabout,Fine no high winds,1,
2021,Killed,Male,20,Dual carriageway,Fine no high winds,5,
2021,Killed,Male,20,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,20,Dual carriageway,Raining + high winds,1,
2021,Killed,Male,20,Dual carriageway,Other,1,
2021,Killed,Male,20,Single carriageway,Unknown,1,
2021,Killed,Male,20,Single carriageway,Fine no high winds,23,
2021,Killed,Male,20,Single carriageway,Raining no high winds,1,
2021,Killed,Male,20,Single carriageway,Fine + high winds,1,
2021,Killed,Male,20,Single carriageway,Raining + high winds,1,
2021,Killed,Male,21,Unknown,Fine no high winds,1,
2021,Killed,Male,21,Dual carriageway,Fine no high winds,9,
2021,Killed,Male,21,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,21,Single carriageway,Fine no high winds,13,
2021,Killed,Male,21,Single carriageway,Raining no high winds,1,
2021,Killed,Male,21,Single carriageway,Fog or mist,1,
2021,Killed,Male,22,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,22,Dual carriageway,Raining no high winds,2,
2021,Killed,Male,22,Dual carriageway,Fine + high winds,1,
2021,Killed,Male,22,Single carriageway,Fine no high winds,12,
2021,Killed,Male,22,Single carriageway,Other,1,
2021,Killed,Male,23,Unknown,Unknown,1,
2021,Killed,Male,23,Dual carriageway,Fine no high winds,5,
2021,Killed,Male,23,Dual carriageway,Raining no high winds,2,
2021,Killed,Male,23,Single carriageway,Fine no high winds,9,
2021,Killed,Male,23,Single carriageway,Raining no high winds,2,
2021,Killed,Male,23,Single carriageway,Fog or mist,1,
2021,Killed,Male,23,Single carriageway,Other,1,
2021,Killed,Male,23,Slip road,Raining + high winds,1,
2021,Killed,Male,24,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,24,Single carriageway,Fine no high winds,18,
2021,Killed,Male,24,Single carriageway,Raining no high winds,3,
2021,Killed,Male,25,Dual carriageway,Fine no high winds,9,
2021,Killed,Male,25,Single carriageway,Fine no high winds,10,
2021,Killed,Male,25,Single carriageway,Other,1,
2021,Killed,Male,25,Slip road,Raining no high winds,1,
2021,Killed,Male,26,Dual carriageway,Fine no high winds,6,
2021,Killed,Male,26,Dual carriageway,Raining + high winds,2,
2021,Killed,Male,26,Single carriageway,Fine no high winds,15,
2021,Killed,Male,26,Single carriageway,Fine + high winds,1,
2021,Killed,Male,26,Single carriageway,Fog or mist,1,
2021,Killed,Male,26,Slip road,Raining no high winds,1,
2021,Killed,Male,27,Dual carriageway,Unknown,2,
2021,Killed,Male,27,Dual carriageway,Fine no high winds,5,
2021,Killed,Male,27,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,27,Single carriageway,Unknown,1,
2021,Killed,Male,27,Single carriageway,Fine no high winds,17,
2021,Killed,Male,27,Single carriageway,Raining no high winds,3,
2021,Killed,Male,27,Single carriageway,Raining + high winds,1,
2021,Killed,Male,27,Single carriageway,Fog or mist,1,
2021,Killed,Male,28,Dual carriageway,Fine no high winds,8,
2021,Killed,Male,28,Single carriageway,Fine no high winds,13,
2021,Killed,Male,28,Single carriageway,Raining no high winds,1,
2021,Killed,Male,28,Single carriageway,Other,1,
2021,Killed,Male,28,Slip road,Unknown,1,
2021,Killed,Male,29,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,29,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,29,Single carriageway,Unknown,1,
2021,Killed,Male,29,Single carriageway,Fine no high winds,13,
2021,Killed,Male,29,Single carriageway,Raining no high winds,1,
2021,Killed,Male,29,Single carriageway,Fine + high winds,2,
2021,Killed,Male,29,Single carriageway,Raining + high winds,1,
2021,Killed,Male,30,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,30,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,30,Dual carriageway,Other,1,
2021,Killed,Male,30,Single carriageway,Fine no high winds,10,
2021,Killed,Male,30,Single carriageway,Raining no high winds,2,
2021,Killed,Male,30,Single carriageway,Raining + high winds,1,
2021,Killed,Male,30,Single carriageway,Fog or mist,1,
2021,Killed,Male,31,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,31,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,31,Dual carriageway,Snowing no high winds,1,
2021,Killed,Male,31,Dual carriageway,Raining + high winds,1,
2021,Killed,Male,31,Single carriageway,Unknown,1,
2021,Killed,Male,31,Single carriageway,Fine no high winds,18,
2021,Killed,Male,31,Single carriageway,Raining no high winds,1,
2021,Killed,Male,31,Single carriageway,Fog or mist,1,
2021,Killed,Male,31,Slip road,Fine no high winds,1,
2021,Killed,Male,32,Roundabout,Fine no high winds,1,
2021,Killed,Male,32,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,32,Single carriageway,Fine no high winds,19,
2021,Killed,Male,32,Single carriageway,Snowing no high winds,1,
2021,Killed,Male,32,Slip road,Fine no high winds,1,
2021,Killed,Male,33,Dual carriageway,Fine no high winds,5,
2021,Killed,Male,33,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,33,Dual carriageway,Snowing no high winds,1,
2021,Killed,Male,33,Single carriageway,Fine no high winds,13,
2021,Killed,Male,33,Single carriageway,Raining no high winds,3,
2021,Killed,Male,34,Dual carriageway,Fine no high winds,6,
2021,Killed,Male,34,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,34,Single carriageway,Fine no high winds,10,
2021,Killed,Male,34,Single carriageway,Raining no high winds,2,
2021,Killed,Male,34,Single carriageway,Raining + high winds,1,
2021,Killed,Male,35,Roundabout,Fine no high winds,2,
2021,Killed,Male,35,Dual carriageway,Unknown,1,
2021,Killed,Male,35,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,35,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,35,Single carriageway,Unknown,1,
2021,Killed,Male,35,Single carriageway,Fine no high winds,7,
2021,Killed,Male,35,Single carriageway,Raining no high winds,3,
2021,Killed,Male,35,Single carriageway,Raining + high winds,1,
2021,Killed,Male,35,Slip road,Fine no high winds,1,
2021,Killed,Male,36,Dual carriageway,Unknown,1,
2021,Killed,Male,36,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,36,Single carriageway,Fine no high winds,21,
2021,Killed,Male,36,Single carriageway,Raining + high winds,1,
2021,Killed,Male,37,Roundabout,Fine no high winds,1,
2021,Killed,Male,37,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,37,Dual carriageway,Raining no high winds,2,
2021,Killed,Male,37,Single carriageway,Fine no high winds,11,
2021,Killed,Male,37,Single carriageway,Other,1,
2021,Killed,Male,37,Slip road,Fine no high winds,1,
2021,Killed,Male,38,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,38,Single carriageway,Fine no high winds,10,
2021,Killed,Male,38,Single carriageway,Raining no high winds,1,
2021,Killed,Male,39,Roundabout,Fine no high winds,3,
2021,Killed,Male,39,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,39,Single carriageway,Fine no high winds,5,
2021,Killed,Male,39,Single carriageway,Raining no high winds,3,
2021,Killed,Male,39,Single carriageway,Other,1,
2021,Killed,Male,40,Dual carriageway,Raining + high winds,1,
2021,Killed,Male,40,Single carriageway,Fine no high winds,16,
2021,Killed,Male,40,Single carriageway,Raining no high winds,1,
2021,Killed,Male,40,Single carriageway,Fog or mist,1,
2021,Killed,Male,41,Roundabout,Fine no high winds,2,
2021,Killed,Male,41,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,41,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,41,Single carriageway,Fine no high winds,10,
2021,Killed,Male,41,Single carriageway,Raining no high winds,1,
2021,Killed,Male,42,Dual carriageway,Fine no high winds,5,
2021,Killed,Male,42,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,42,Single carriageway,Fine no high winds,7,
2021,Killed,Male,42,Single carriageway,Other,1,
2021,Killed,Male,43,Dual carriageway,Fine no high winds,5,
2021,Killed,Male,43,Single carriageway,Fine no high winds,8,
2021,Killed,Male,44,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,44,Single carriageway,Fine no high winds,5,
2021,Killed,Male,44,Single carriageway,Raining no high winds,1,
2021,Killed,Male,44,Slip road,Fine no high winds,1,
2021,Killed,Male,45,Roundabout,Fine no high winds,1,
2021,Killed,Male,45,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,45,Single carriageway,Fine no high winds,8,
2021,Killed,Male,45,Single carriageway,Raining no high winds,3,
2021,Killed,Male,45,Slip road,Fine no high winds,1,
2021,Killed,Male,46,Roundabout,Fine no high winds,2,
2021,Killed,Male,46,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,46,Single carriageway,Fine no high winds,9,
2021,Killed,Male,46,Single carriageway,Raining + high winds,1,
2021,Killed,Male,46,Single carriageway,Fog or mist,1,
2021,Killed,Male,46,Single carriageway,Other,1,
2021,Killed,Male,47,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,47,Dual carriageway,Fog or mist,1,
2021,Killed,Male,47,Single carriageway,Fine no high winds,11,
2021,Killed,Male,48,Roundabout,Fine no high winds,1,
2021,Killed,Male,48,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,48,Dual carriageway,Raining no high winds,2,
2021,Killed,Male,48,Single carriageway,Fine no high winds,12,
2021,Killed,Male,48,Single carriageway,Raining no high winds,2,
2021,Killed,Male,49,One way street,Fine no high winds,1,
2021,Killed,Male,49,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,49,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,49,Single carriageway,Fine no high winds,10,
2021,Killed,Male,50,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,50,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,50,Single carriageway,Unknown,2,
2021,Killed,Male,50,Single carriageway,Fine no high winds,14,
2021,Killed,Male,50,Single carriageway,Raining no high winds,1,
2021,Killed,Male,50,Single carriageway,Fine + high winds,1,
2021,Killed,Male,50,Slip road,Fine no high winds,1,
2021,Killed,Male,51,Dual carriageway,Fine no high winds,5,
2021,Killed,Male,51,Single carriageway,Fine no high winds,8,
2021,Killed,Male,52,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,52,Single carriageway,Fine no high winds,12,
2021,Killed,Male,52,Single carriageway,Raining no high winds,2,
2021,Killed,Male,52,Single carriageway,Fine + high winds,2,
2021,Killed,Male,52,Single carriageway,Raining + high winds,1,
2021,Killed,Male,53,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,53,Dual carriageway,Other,1,
2021,Killed,Male,53,Single carriageway,Fine no high winds,14,
2021,Killed,Male,53,Single carriageway,Raining no high winds,1,
2021,Killed,Male,54,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,54,Single carriageway,Fine no high winds,13,
2021,Killed,Male,54,Single carriageway,Raining no high winds,2,
2021,Killed,Male,55,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,55,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,55,Single carriageway,Fine no high winds,6,
2021,Killed,Male,55,Single carriageway,Raining no high winds,1,
2021,Killed,Male,56,Dual carriageway,Fine no high winds,7,
2021,Killed,Male,56,Single carriageway,Fine no high winds,8,
2021,Killed,Male,56,Single carriageway,Raining no high winds,3,
2021,Killed,Male,56,Single carriageway,Raining + high winds,1,
2021,Killed,Male,57,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,57,Single carriageway,Unknown,1,
2021,Killed,Male,57,Single carriageway,Fine no high winds,12,
2021,Killed,Male,58,Dual carriageway,Fine no high winds,4,
2021,Killed,Male,58,Single carriageway,Fine no high winds,21,
2021,Killed,Male,58,Single carriageway,Raining no high winds,2,
2021,Killed,Male,58,Single carriageway,Raining + high winds,1,
2021,Killed,Male,59,Roundabout,Fine no high winds,1,
2021,Killed,Male,59,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,59,Dual carriageway,Raining no high winds,2,
2021,Killed,Male,59,Single carriageway,Fine no high winds,16,
2021,Killed,Male,60,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,60,Single carriageway,Fine no high winds,4,
2021,Killed,Male,60,Single carriageway,Raining no high winds,1,
2021,Killed,Male,60,Slip road,Fine no high winds,1,
2021,Killed,Male,61,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,61,Dual carriageway,Raining no high winds,2,
2021,Killed,Male,61,Single carriageway,Fine no high winds,11,
2021,Killed,Male,61,Slip road,Fine no high winds,1,
2021,Killed,Male,62,One way street,Fine no high winds,1,
2021,Killed,Male,62,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,62,Single carriageway,Fine no high winds,14,
2021,Killed,Male,62,Single carriageway,Raining no high winds,1,
2021,Killed,Male,63,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,63,Single carriageway,Fine no high winds,5,
2021,Killed,Male,63,Single carriageway,Raining no high winds,1,
2021,Killed,Male,64,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,64,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,64,Single carriageway,Fine no high winds,6,
2021,Killed,Male,65,Unknown,Fine no high winds,1,
2021,Killed,Male,65,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,65,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,65,Single carriageway,Unknown,1,
2021,Killed,Male,65,Single carriageway,Fine no high winds,7,
2021,Killed,Male,66,Dual carriageway,Unknown,1,
2021,Killed,Male,66,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,66,Single carriageway,Fine no high winds,8,
2021,Killed,Male,66,Single carriageway,Raining no high winds,2,
2021,Killed,Male,67,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,67,Single carriageway,Fine no high winds,11,
2021,Killed,Male,67,Single carriageway,Fog or mist,1,
2021,Killed,Male,67,Single carriageway,Other,1,
2021,Killed,Male,68,Single carriageway,Fine no high winds,4,
2021,Killed,Male,68,Single carriageway,Raining no high winds,2,
2021,Killed,Male,68,Single carriageway,Raining + high winds,1,
2021,Killed,Male,68,Slip road,Fine no high winds,1,
2021,Killed,Male,69,Dual carriageway,Raining no high winds,2,
2021,Killed,Male,69,Single carriageway,Fine no high winds,4,
2021,Killed,Male,70,Roundabout,Fine no high winds,1,
2021,Killed,Male,70,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,70,Single carriageway,Fine no high winds,11,
2021,Killed,Male,71,Roundabout,Fine no high winds,1,
2021,Killed,Male,71,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,71,Single carriageway,Unknown,1,
2021,Killed,Male,71,Single carriageway,Fine no high winds,5,
2021,Killed,Male,71,Single carriageway,Raining no high winds,1,
2021,Killed,Male,72,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,72,Single carriageway,Fine no high winds,7,
2021,Killed,Male,73,Single carriageway,Unknown,1,
2021,Killed,Male,73,Single carriageway,Fine no high winds,6,
2021,Killed,Male,73,Single carriageway,Raining no high winds,1,
2021,Killed,Male,73,Slip road,Fine no high winds,1,
2021,Killed,Male,74,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,74,Single carriageway,Fine no high winds,5,
2021,Killed,Male,74,Single carriageway,Raining + high winds,1,
2021,Killed,Male,74,Single carriageway,Other,1,
2021,Killed,Male,75,Single carriageway,Fine no high winds,6,
2021,Killed,Male,75,Single carriageway,Raining no high winds,1,
2021,Killed,Male,76,Roundabout,Fine no high winds,1,
2021,Killed,Male,76,Roundabout,Raining + high winds,1,
2021,Killed,Male,76,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,76,Single carriageway,Fine no high winds,10,
2021,Killed,Male,77,One way street,Fine no high winds,1,
2021,Killed,Male,77,Dual carriageway,Fine no high winds,3,
2021,Killed,Male,77,Single carriageway,Fine no high winds,8,
2021,Killed,Male,77,Single carriageway,Fine + high winds,1,
2021,Killed,Male,77,Single carriageway,Other,1,
2021,Killed,Male,78,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,78,Single carriageway,Fine no high winds,6,
2021,Killed,Male,78,Single carriageway,Raining no high winds,3,
2021,Killed,Male,79,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,79,Dual carriageway,Raining no high winds,1,
2021,Killed,Male,79,Single carriageway,Fine no high winds,5,
2021,Killed,Male,80,Dual carriageway,Fine no high winds,2,
2021,Killed,Male,80,Single carriageway,Fine no high winds,4,
2021,Killed,Male,80,Single carriageway,Other,1,
2021,Killed,Male,81,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,81,Single carriageway,Fine no high winds,2,
2021,Killed,Male,81,Single carriageway,Fog or mist,1,
2021,Killed,Male,82,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,82,Single carriageway,Fine no high winds,4,
2021,Killed,Male,82,Single carriageway,Other,1,
2021,Killed,Male,83,Single carriageway,Fine no high winds,9,
2021,Killed,Male,83,Slip road,Fine no high winds,1,
2021,Killed,Male,84,Single carriageway,Fine no high winds,8,
2021,Killed,Male,84,Single carriageway,Fine + high winds,1,
2021,Killed,Male,85,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,85,Single carriageway,Fine no high winds,5,
2021,Killed,Male,86,Single carriageway,Fine no high winds,2,
2021,Killed,Male,86,Single carriageway,Raining no high winds,1,
2021,Killed,Male,87,Single carriageway,Fine no high winds,5,
2021,Killed,Male,87,Single carriageway,Other,1,
2021,Killed,Male,88,Single carriageway,Fine no high winds,3,
2021,Killed,Male,89,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,89,Single carriageway,Fine no high winds,5,
2021,Killed,Male,89,Slip road,Fine no high winds,1,
2021,Killed,Male,90,Single carriageway,Fine no high winds,4,
2021,Killed,Male,91,Single carriageway,Fine no high winds,4,
2021,Killed,Male,91,Single carriageway,Fine + high winds,1,
2021,Killed,Male,92,Single carriageway,Fine no high winds,2,
2021,Killed,Male,93,Single carriageway,Fine no high winds,4,
2021,Killed,Male,93,Single carriageway,Raining no high winds,1,
2021,Killed,Male,95,Dual carriageway,Fine no high winds,1,
2021,Killed,Male,95,Single carriageway,Fine + high winds,1,
2021,Killed,Male,96,Single carriageway,Fine no high winds,1,
2021,Killed,Male,98,Single carriageway,Unknown,1,
2021,Killed,Male,98,Single carriageway,Fine no high winds,1,
2021,Killed,Female,0,Single carriageway,Fine no high winds,1,
2021,Killed,Female,3,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,3,Single carriageway,Fine no high winds,2,
2021,Killed,Female,4,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,6,Single carriageway,Fine no high winds,1,
2021,Killed,Female,7,Single carriageway,Fine no high winds,1,
2021,Killed,Female,9,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,10,Single carriageway,Fine no high winds,2,
2021,Killed,Female,11,Single carriageway,Fine no high winds,1,
2021,Killed,Female,13,Single carriageway,Fine no high winds,1,
2021,Killed,Female,14,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,15,Dual carriageway,Fine no high winds,2,
2021,Killed,Female,16,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,17,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,17,Single carriageway,Fine no high winds,3,
2021,Killed,Female,18,Single carriageway,Fine no high winds,8,
2021,Killed,Female,19,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,19,Single carriageway,Fine no high winds,4,
2021,Killed,Female,19,Single carriageway,Other,1,
2021,Killed,Female,20,Unknown,Fine no high winds,1,
2021,Killed,Female,20,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,20,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,20,Single carriageway,Fine no high winds,3,
2021,Killed,Female,20,Single carriageway,Raining no high winds,2,
2021,Killed,Female,21,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,21,Single carriageway,Fine no high winds,1,
2021,Killed,Female,21,Single carriageway,Raining no high winds,2,
2021,Killed,Female,22,Roundabout,Fine no high winds,1,
2021,Killed,Female,22,Single carriageway,Fine no high winds,1,
2021,Killed,Female,22,Single carriageway,Raining no high winds,2,
2021,Killed,Female,23,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,23,Single carriageway,Fine no high winds,5,
2021,Killed,Female,23,Single carriageway,Raining no high winds,1,
2021,Killed,Female,23,Single carriageway,Fine + high winds,1,
2021,Killed,Female,24,Roundabout,Fine no high winds,1,
2021,Killed,Female,24,Single carriageway,Raining no high winds,1,
2021,Killed,Female,25,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,25,Single carriageway,Fine no high winds,2,
2021,Killed,Female,26,One way street,Fine no high winds,1,
2021,Killed,Female,26,Single carriageway,Fine no high winds,2,
2021,Killed,Female,27,Dual carriageway,Fine no high winds,5,
2021,Killed,Female,27,Single carriageway,Fine no high winds,4,
2021,Killed,Female,27,Single carriageway,Raining no high winds,2,
2021,Killed,Female,28,Dual carriageway,Fine no high winds,5,
2021,Killed,Female,28,Single carriageway,Fine no high winds,3,
2021,Killed,Female,29,Single carriageway,Fine no high winds,2,
2021,Killed,Female,30,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,30,Single carriageway,Fine no high winds,2,
2021,Killed,Female,31,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,31,Single carriageway,Fine no high winds,2,
2021,Killed,Female,32,Single carriageway,Fine no high winds,5,
2021,Killed,Female,33,Dual carriageway,Fine no high winds,5,
2021,Killed,Female,33,Single carriageway,Fine no high winds,5,
2021,Killed,Female,34,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,34,Single carriageway,Fine no high winds,1,
2021,Killed,Female,34,Slip road,Fine no high winds,1,
2021,Killed,Female,35,Dual carriageway,Unknown,1,
2021,Killed,Female,35,Single carriageway,Fine no high winds,2,
2021,Killed,Female,35,Slip road,Unknown,1,
2021,Killed,Female,36,Single carriageway,Fine no high winds,3,
2021,Killed,Female,36,Single carriageway,Raining no high winds,2,
2021,Killed,Female,37,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,37,Single carriageway,Fine no high winds,1,
2021,Killed,Female,38,Dual carriageway,Other,1,
2021,Killed,Female,38,Slip road,Fine no high winds,1,
2021,Killed,Female,39,Dual carriageway,Fine no high winds,3,
2021,Killed,Female,39,Single carriageway,Fine no high winds,1,
2021,Killed,Female,40,Single carriageway,Fine no high winds,2,
2021,Killed,Female,41,Dual carriageway,Fine no high winds,3,
2021,Killed,Female,41,Single carriageway,Fine no high winds,2,
2021,Killed,Female,41,Single carriageway,Raining no high winds,2,
2021,Killed,Female,42,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,42,Single carriageway,Fine no high winds,1,
2021,Killed,Female,43,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,43,Single carriageway,Fine no high winds,3,
2021,Killed,Female,44,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,44,Single carriageway,Fine no high winds,1,
2021,Killed,Female,44,Single carriageway,Snowing no high winds,1,
2021,Killed,Female,45,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,45,Single carriageway,Fine no high winds,3,
2021,Killed,Female,46,Single carriageway,Fine no high winds,1,
2021,Killed,Female,46,Single carriageway,Raining no high winds,1,
2021,Killed,Female,47,Single carriageway,Raining no high winds,1,
2021,Killed,Female,47,Single carriageway,Fog or mist,1,
2021,Killed,Female,48,Single carriageway,Fine no high winds,1,
2021,Killed,Female,49,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,49,Single carriageway,Fine no high winds,1,
2021,Killed,Female,50,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,50,Single carriageway,Fine no high winds,4,
2021,Killed,Female,51,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,51,Single carriageway,Fine no high winds,4,
2021,Killed,Female,51,Single carriageway,Raining no high winds,1,
2021,Killed,Female,52,Dual carriageway,Raining + high winds,1,
2021,Killed,Female,52,Single carriageway,Fine no high winds,7,
2021,Killed,Female,53,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,53,Single carriageway,Fine no high winds,6,
2021,Killed,Female,53,Single carriageway,Raining no high winds,1,
2021,Killed,Female,54,Single carriageway,Fine no high winds,1,
2021,Killed,Female,55,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,55,Single carriageway,Fine no high winds,1,
2021,Killed,Female,55,Single carriageway,Raining no high winds,2,
2021,Killed,Female,55,Single carriageway,Fine + high winds,1,
2021,Killed,Female,56,Single carriageway,Fine no high winds,2,
2021,Killed,Female,57,Dual carriageway,Fine no high winds,2,
2021,Killed,Female,57,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,57,Single carriageway,Fine no high winds,5,
2021,Killed,Female,57,Single carriageway,Raining + high winds,1,
2021,Killed,Female,58,Dual carriageway,Fine no high winds,4,
2021,Killed,Female,58,Single carriageway,Fine no high winds,2,
2021,Killed,Female,59,Dual carriageway,Fine no high winds,2,
2021,Killed,Female,60,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,60,Single carriageway,Fine no high winds,2,
2021,Killed,Female,61,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,61,Single carriageway,Fine no high winds,5,
2021,Killed,Female,61,Single carriageway,Raining no high winds,1,
2021,Killed,Female,62,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,62,Single carriageway,Raining no high winds,1,
2021,Killed,Female,63,Single carriageway,Fine no high winds,2,
2021,Killed,Female,64,Dual carriageway,Fine no high winds,2,
2021,Killed,Female,64,Single carriageway,Fine no high winds,2,
2021,Killed,Female,65,Roundabout,Fine no high winds,1,
2021,Killed,Female,65,Single carriageway,Fine no high winds,4,
2021,Killed,Female,65,Single carriageway,Raining no high winds,1,
2021,Killed,Female,66,Single carriageway,Fine no high winds,1,
2021,Killed,Female,67,Single carriageway,Fine no high winds,1,
2021,Killed,Female,68,Single carriageway,Fine no high winds,2,
2021,Killed,Female,69,One way street,Fine no high winds,1,
2021,Killed,Female,69,Single carriageway,Fine no high winds,3,
2021,Killed,Female,70,Dual carriageway,Fine no high winds,1,
2021,Killed,Female,70,Single carriageway,Fine no high winds,1,
2021,Killed,Female,71,One way street,Raining no high winds,1,
2021,Killed,Female,71,Dual carriageway,Raining no high winds,1,
2021,Killed,Female,71,Single carriageway,Raining no high winds,2,
